user,Seller Balance,Sell Token,Buyer Balance,Buy Token,Auction Index,Sell Token Name,Sell Token Name,Sell Token Address,Buy Token Address,Sell Token Decimals,Sell Token Decimals,Seller Balance Atoms,Buyer Balance Atoms
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,WETH,2347.088055036226223668,KNC,169,Wrapped Ether,Kyber Network Crystal,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdd974D5C2e2928deA5F71b9825b8b646686BD200,18,18,0,2347088055036226223668
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,WETH,6045.260487623217887524,KNC,173,Wrapped Ether,Kyber Network Crystal,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdd974D5C2e2928deA5F71b9825b8b646686BD200,18,18,0,6045260487623217887524
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,WETH,9667.265144427048155459,KNC,184,Wrapped Ether,Kyber Network Crystal,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdd974D5C2e2928deA5F71b9825b8b646686BD200,18,18,0,9667265144427048155459
0xB4C757A71D084dF8F9F393Cc47639701f595fd87,4.482232591529073942,WETH,0,KNC,1051,Wrapped Ether,Kyber Network Crystal,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdd974D5C2e2928deA5F71b9825b8b646686BD200,18,18,4482232591529073942,0
0x1221699827CAbEdbEfE04e08515A296d042c577F,0.0000995,WETH,0,KNC,90,Wrapped Ether,Kyber Network Crystal,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdd974D5C2e2928deA5F71b9825b8b646686BD200,18,18,99500000000000,0
0x2259099897AfAf3813fef3284b91D2B227b66AD4,0,WETH,6572.682448866672500383,KNC,2,Wrapped Ether,Kyber Network Crystal,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdd974D5C2e2928deA5F71b9825b8b646686BD200,18,18,0,6572682448866672500383
0x144Ce006a426227340247C2fF6dCFD058775BD32,0,GEN,0.08568525,WETH,68,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,85685250000000000
0x52DF85E9De71aa1C210873bcF37EC46d36c99dc2,0,GEN,0.004975,WETH,51,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,4975000000000000
0x1fa06c90982cA2D27108BA5c533ea1647AaF02AE,99.5,GEN,0,WETH,205,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,99500000000000000000,0
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,GEN,0.95162967722185209,WETH,597,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,951629677221852090
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,GEN,5.671017648417592989,WETH,600,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,5671017648417592989
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,GEN,0.802428034112843538,WETH,603,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,802428034112843538
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,GEN,0.841044453527939406,WETH,612,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,841044453527939406
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,GEN,0.789058338873114581,WETH,627,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,789058338873114581
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,GEN,0.692521913127817001,WETH,709,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,692521913127817001
0xA343618637bcECb12A723C9007360c305b0507c2,0,GEN,0.0796,WETH,304,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,79600000000000000
0x0f1c5F26e6329Ac665B44baF28e3418044b6b983,0.000256759317047175,GEN,0,WETH,741,DAOstack,Wrapped Ether,0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,256759317047175,0
0x01a6e0f4e7f723C7110BE5A88644eb4763810563,2.079911406418219847,MKR,0,WETH,657,,Wrapped Ether,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,2079911406418219847,0
0x95Db47d3e9D574Cd15b0f02c845bC2971b0fC3e1,0,MKR,0.00995,WETH,62,,Wrapped Ether,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,9950000000000000
0xEC3281124d4c2FCA8A88e3076C1E7749CfEcb7F2,0,MKR,0.0995,WETH,214,,Wrapped Ether,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,99500000000000000
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,MKR,3.054565357689708774,WETH,639,,Wrapped Ether,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,3054565357689708774
